IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
34.118.111.34,443,443,true,FRA,Europe,Frankfurt,285,4.06
34.118.31.28,443,443,true,FRA,Europe,Frankfurt,268,4.04
34.65.218.205,443,443,true,FRA,Europe,Frankfurt,261,4.04
34.89.209.134,443,443,true,FRA,Europe,Frankfurt,262,4.03
34.89.209.134,443,443,true,FRA,Europe,Frankfurt,252,4.03
34.90.17.6,443,443,true,FRA,Europe,Frankfurt,280,4.03
34.34.59.166,443,443,true,FRA,Europe,Frankfurt,258,4.03
34.116.176.165,443,443,true,FRA,Europe,Frankfurt,287,4.03
34.65.37.122,443,443,true,FRA,Europe,Frankfurt,253,4.03
34.32.137.92,443,443,true,FRA,Europe,Frankfurt,257,4.03
34.65.176.142,443,443,true,FRA,Europe,Frankfurt,259,4.03
34.118.54.138,443,443,true,FRA,Europe,Frankfurt,274,4.02
34.116.175.12,443,443,true,FRA,Europe,Frankfurt,282,4.02
34.116.249.141,443,443,true,FRA,Europe,Frankfurt,309,4.02
34.118.54.96,443,443,true,FRA,Europe,Frankfurt,271,4.01
34.107.65.94,443,443,true,FRA,Europe,Frankfurt,280,4.01
34.118.60.19,443,443,true,FRA,Europe,Frankfurt,274,4.00
34.116.249.141,443,443,true,FRA,Europe,Frankfurt,276,3.99
34.65.247.155,443,443,true,FRA,Europe,Frankfurt,264,3.99
34.118.17.230,443,443,true,FRA,Europe,Frankfurt,329,3.98
34.91.84.129,443,443,true,FRA,Europe,Frankfurt,259,3.97
34.118.78.109,443,443,true,FRA,Europe,Frankfurt,282,3.96
34.116.175.12,443,443,true,FRA,Europe,Frankfurt,334,3.95
34.116.195.95,443,443,true,FRA,Europe,Frankfurt,279,3.92
34.116.204.154,443,443,true,FRA,Europe,Frankfurt,333,3.92
34.65.35.144,443,443,true,FRA,Europe,Frankfurt,265,3.91
34.89.227.179,443,443,true,FRA,Europe,Frankfurt,268,3.91
34.116.199.155,443,443,true,FRA,Europe,Frankfurt,325,3.90
34.118.54.138,443,443,true,FRA,Europe,Frankfurt,280,3.90
34.65.37.122,443,443,true,FRA,Europe,Frankfurt,251,3.86
34.116.198.138,443,443,true,FRA,Europe,Frankfurt,325,3.85
34.159.127.230,443,443,true,FRA,Europe,Frankfurt,273,3.80
34.118.127.195,443,443,true,FRA,Europe,Frankfurt,274,3.79
34.116.191.142,443,443,true,FRA,Europe,Frankfurt,284,3.78
34.154.239.10,443,443,true,FRA,Europe,Frankfurt,258,3.74
34.116.214.3,443,443,true,FRA,Europe,Frankfurt,361,3.73
34.118.88.129,443,443,true,FRA,Europe,Frankfurt,280,3.73
34.116.210.146,443,443,true,FRA,Europe,Frankfurt,306,3.66
34.116.159.225,443,443,true,FRA,Europe,Frankfurt,318,3.65
34.118.110.102,443,443,true,FRA,Europe,Frankfurt,286,3.65
34.154.200.118,443,443,true,FRA,Europe,Frankfurt,256,3.63
34.116.199.155,443,443,true,FRA,Europe,Frankfurt,269,3.59
34.118.4.189,443,443,true,FRA,Europe,Frankfurt,291,3.49
34.116.214.3,443,443,true,FRA,Europe,Frankfurt,274,3.47
34.116.191.142,443,443,true,FRA,Europe,Frankfurt,350,3.46
34.89.156.87,443,443,true,FRA,Europe,Frankfurt,246,3.42
34.89.156.87,443,443,true,FRA,Europe,Frankfurt,272,3.36
34.90.185.198,443,443,true,FRA,Europe,Frankfurt,292,3.36
34.116.152.58,443,443,true,FRA,Europe,Frankfurt,300,3.36
34.154.212.32,443,443,true,FRA,Europe,Frankfurt,261,3.28
34.90.185.198,443,443,true,FRA,Europe,Frankfurt,285,3.20
34.154.192.148,443,443,true,FRA,Europe,Frankfurt,262,3.06
34.154.123.114,443,443,true,FRA,Europe,Frankfurt,250,3.03
34.154.148.158,443,443,true,FRA,Europe,Frankfurt,250,3.01
34.105.233.161,443,443,true,LHR,Europe,London,225,2.97
34.154.183.238,443,443,true,FRA,Europe,Frankfurt,251,2.93
34.154.80.162,443,443,true,FRA,Europe,Frankfurt,280,2.87
34.118.100.194,443,443,true,FRA,Europe,Frankfurt,306,2.86
34.154.29.142,443,443,true,FRA,Europe,Frankfurt,251,2.83
34.159.143.68,443,443,true,FRA,Europe,Frankfurt,235,2.80
34.141.165.123,443,443,true,FRA,Europe,Frankfurt,294,2.77
34.90.120.205,443,443,true,FRA,Europe,Frankfurt,291,2.71
34.116.176.26,443,443,true,FRA,Europe,Frankfurt,276,2.66
34.32.225.217,443,443,true,FRA,Europe,Frankfurt,286,2.65
34.154.13.92,443,443,true,FRA,Europe,Frankfurt,266,2.63
34.118.109.210,443,443,true,FRA,Europe,Frankfurt,270,2.63
34.116.249.186,443,443,true,FRA,Europe,Frankfurt,274,2.62
34.154.116.71,443,443,true,FRA,Europe,Frankfurt,251,2.61
34.154.56.112,443,443,true,FRA,Europe,Frankfurt,252,2.55
34.154.167.156,443,443,true,FRA,Europe,Frankfurt,252,2.52
34.65.173.34,443,443,true,FRA,Europe,Frankfurt,283,2.52
34.116.179.255,443,443,true,FRA,Europe,Frankfurt,287,2.51
34.118.44.227,443,443,true,FRA,Europe,Frankfurt,289,2.46
34.65.81.135,443,443,true,FRA,Europe,Frankfurt,254,2.46
34.118.68.119,443,443,true,FRA,Europe,Frankfurt,289,2.46
34.116.181.8,443,443,true,FRA,Europe,Frankfurt,307,2.45
34.154.25.190,443,443,true,FRA,Europe,Frankfurt,272,2.43
34.154.118.156,443,443,true,FRA,Europe,Frankfurt,278,2.40
34.116.202.128,443,443,true,FRA,Europe,Frankfurt,284,2.38
34.116.161.128,443,443,true,FRA,Europe,Frankfurt,290,2.38
34.118.105.125,443,443,true,FRA,Europe,Frankfurt,282,2.37
34.141.248.249,2053,80,false,AMS,Europe,Amsterdam,199,2.36
34.118.70.74,443,443,true,FRA,Europe,Frankfurt,281,2.36
34.175.161.245,2086,80,false,MAD,Europe,Madrid,190,2.35
34.118.38.18,443,443,true,FRA,Europe,Frankfurt,283,2.35
34.118.126.252,443,443,true,FRA,Europe,Frankfurt,289,2.33
34.175.244.157,2082,80,false,MAD,Europe,Madrid,189,2.32
34.65.173.34,443,443,true,FRA,Europe,Frankfurt,290,2.30
34.154.189.124,443,443,true,FRA,Europe,Frankfurt,251,2.29
34.140.239.154,2095,80,false,CDG,Europe,Paris,195,2.28
34.140.239.154,2086,80,false,CDG,Europe,Paris,209,2.27
34.175.244.157,2053,80,false,MAD,Europe,Madrid,190,2.26
34.116.206.140,443,443,true,FRA,Europe,Frankfurt,281,2.23
34.118.82.161,443,443,true,FRA,Europe,Frankfurt,285,2.21
34.154.91.17,443,443,true,FRA,Europe,Frankfurt,249,2.20
34.118.84.164,443,443,true,FRA,Europe,Frankfurt,306,2.20
34.141.221.33,2052,80,false,AMS,Europe,Amsterdam,204,2.17
34.141.248.249,2086,80,false,AMS,Europe,Amsterdam,199,2.16
34.175.161.245,2095,80,false,MAD,Europe,Madrid,197,2.15
34.154.222.36,443,443,true,FRA,Europe,Frankfurt,284,2.14
34.175.95.58,2096,80,false,MAD,Europe,Madrid,198,2.14
34.175.99.73,2095,80,false,MAD,Europe,Madrid,198,2.14
34.175.161.245,2082,80,false,MAD,Europe,Madrid,198,2.14
34.175.95.58,2087,80,false,MAD,Europe,Madrid,199,2.13
34.140.239.154,2082,80,false,CDG,Europe,Paris,197,2.13
34.175.95.58,2052,80,false,MAD,Europe,Madrid,191,2.11
34.175.244.157,2052,80,false,MAD,Europe,Madrid,190,2.11
34.175.95.58,2095,80,false,MAD,Europe,Madrid,198,2.11
34.140.239.154,2096,80,false,CDG,Europe,Paris,210,2.11
34.118.11.48,443,443,true,AMS,Europe,Amsterdam,270,2.11
34.175.161.245,2053,80,false,MAD,Europe,Madrid,199,2.11
34.140.239.154,2053,80,false,CDG,Europe,Paris,211,2.10
34.175.7.231,2087,80,false,MAD,Europe,Madrid,190,2.10
34.140.239.154,2087,80,false,CDG,Europe,Paris,196,2.10
34.175.161.245,2083,80,false,MAD,Europe,Madrid,198,2.09
34.175.99.73,2082,80,false,MAD,Europe,Madrid,193,2.09
34.175.244.157,2095,80,false,MAD,Europe,Madrid,197,2.08
34.175.244.157,2083,80,false,MAD,Europe,Madrid,197,2.08
34.175.168.99,2087,80,false,MAD,Europe,Madrid,198,2.08
34.175.95.58,2086,80,false,MAD,Europe,Madrid,197,2.08
34.141.221.33,2086,80,false,AMS,Europe,Amsterdam,199,2.08
34.175.244.157,2086,80,false,MAD,Europe,Madrid,198,2.08
34.141.221.33,2096,80,false,AMS,Europe,Amsterdam,200,2.08
34.141.221.33,2095,80,false,AMS,Europe,Amsterdam,198,2.08
34.140.239.154,2052,80,false,CDG,Europe,Paris,210,2.07
34.141.248.249,2096,80,false,AMS,Europe,Amsterdam,199,2.07
34.141.248.249,2052,80,false,AMS,Europe,Amsterdam,199,2.07
34.175.161.245,2096,80,false,MAD,Europe,Madrid,191,2.06
34.175.244.157,2087,80,false,MAD,Europe,Madrid,198,2.06
34.175.7.231,2053,80,false,MAD,Europe,Madrid,190,2.05
34.175.99.73,2096,80,false,MAD,Europe,Madrid,199,2.05
34.118.101.53,443,443,true,FRA,Europe,Frankfurt,288,2.05
34.175.161.245,2052,80,false,MAD,Europe,Madrid,190,2.04
34.159.218.217,443,443,true,FRA,Europe,Frankfurt,282,2.04
34.175.161.245,2087,80,false,MAD,Europe,Madrid,197,2.04
34.175.95.58,2082,80,false,MAD,Europe,Madrid,200,2.04
34.175.7.231,2052,80,false,MAD,Europe,Madrid,198,2.04
34.175.99.73,2052,80,false,MAD,Europe,Madrid,190,2.03
34.154.113.244,443,443,true,FRA,Europe,Frankfurt,262,2.02
34.175.7.231,2082,80,false,MAD,Europe,Madrid,200,2.02
34.175.95.58,2053,80,false,MAD,Europe,Madrid,191,2.02
34.118.44.55,443,443,true,FRA,Europe,Frankfurt,296,2.01
34.175.168.99,2083,80,false,MAD,Europe,Madrid,190,2.01
34.175.99.73,2086,80,false,MAD,Europe,Madrid,191,2.01
34.141.221.33,2053,80,false,AMS,Europe,Amsterdam,199,2.00
34.175.244.157,2096,80,false,MAD,Europe,Madrid,190,2.00
34.141.221.33,2087,80,false,AMS,Europe,Amsterdam,210,1.99
34.175.168.99,2082,80,false,MAD,Europe,Madrid,197,1.99
35.229.161.32,443,443,true,TPE,Asia Pacific,Taipei,43,1.99
34.141.248.249,2082,80,false,AMS,Europe,Amsterdam,209,1.99
34.141.248.249,2083,80,false,AMS,Europe,Amsterdam,209,1.98
34.141.221.33,2083,80,false,AMS,Europe,Amsterdam,200,1.98
34.141.248.249,2087,80,false,AMS,Europe,Amsterdam,210,1.98
35.204.32.219,443,443,true,FRA,Europe,Frankfurt,292,1.97
34.141.221.33,2082,80,false,AMS,Europe,Amsterdam,214,1.97
34.147.41.178,443,443,true,FRA,Europe,Frankfurt,301,1.95
34.89.156.87,443,443,true,FRA,Europe,Frankfurt,271,1.94
34.118.61.6,443,443,true,FRA,Europe,Frankfurt,307,1.93
34.140.239.154,2083,80,false,CDG,Europe,Paris,199,1.91
34.118.46.206,443,443,true,FRA,Europe,Frankfurt,275,1.91
34.154.114.64,443,443,true,FRA,Europe,Frankfurt,262,1.91
34.116.135.49,443,443,true,FRA,Europe,Frankfurt,280,1.90
34.154.104.11,443,443,true,FRA,Europe,Frankfurt,261,1.89
34.118.37.122,443,443,true,FRA,Europe,Frankfurt,280,1.86
34.116.245.42,443,443,true,FRA,Europe,Frankfurt,281,1.85
34.118.49.115,443,443,true,FRA,Europe,Frankfurt,291,1.84
34.118.44.79,443,443,true,FRA,Europe,Frankfurt,301,1.84
34.107.19.191,443,443,true,FRA,Europe,Frankfurt,309,1.81
34.65.134.74,443,443,true,FRA,Europe,Frankfurt,292,1.80
34.154.158.162,443,443,true,FRA,Europe,Frankfurt,258,1.78
34.154.134.221,443,443,true,FRA,Europe,Frankfurt,268,1.77
34.154.108.137,443,443,true,FRA,Europe,Frankfurt,248,1.76
34.154.220.42,443,443,true,FRA,Europe,Frankfurt,263,1.76
34.89.227.179,443,443,true,FRA,Europe,Frankfurt,264,1.74
35.234.123.182,443,443,true,FRA,Europe,Frankfurt,284,1.65
34.65.105.182,443,443,true,FRA,Europe,Frankfurt,264,1.64
34.154.195.84,443,443,true,FRA,Europe,Frankfurt,269,1.62
34.116.181.93,443,443,true,FRA,Europe,Frankfurt,297,1.62
34.118.69.139,443,443,true,FRA,Europe,Frankfurt,271,1.47
34.65.134.74,443,443,true,FRA,Europe,Frankfurt,292,1.46
34.118.19.99,443,443,true,FRA,Europe,Frankfurt,353,1.44
34.116.244.155,443,443,true,FRA,Europe,Frankfurt,292,1.34
34.154.36.125,443,443,true,FRA,Europe,Frankfurt,278,1.33
34.116.240.170,443,443,true,FRA,Europe,Frankfurt,271,1.33
34.89.181.9,443,443,true,FRA,Europe,Frankfurt,287,1.30
34.118.12.136,443,443,true,FRA,Europe,Frankfurt,271,1.29
34.118.75.245,443,443,true,FRA,Europe,Frankfurt,296,1.26
34.116.176.26,443,443,true,FRA,Europe,Frankfurt,417,1.25
34.116.172.38,443,443,true,FRA,Europe,Frankfurt,405,1.23
34.118.111.149,443,443,true,FRA,Europe,Frankfurt,269,1.20
34.154.187.190,443,443,true,FRA,Europe,Frankfurt,287,1.17
34.90.21.238,443,443,true,FRA,Europe,Frankfurt,226,1.16
34.116.179.255,443,443,true,FRA,Europe,Frankfurt,351,1.11
34.118.72.139,443,443,true,FRA,Europe,Frankfurt,268,1.10
34.154.250.168,443,443,true,FRA,Europe,Frankfurt,271,1.08
34.118.100.194,443,443,true,FRA,Europe,Frankfurt,291,1.03
34.116.182.166,443,443,true,FRA,Europe,Frankfurt,296,1.01
34.118.44.79,443,443,true,FRA,Europe,Frankfurt,293,0.93
34.118.68.119,443,443,true,FRA,Europe,Frankfurt,268,0.93
34.116.249.186,443,443,true,FRA,Europe,Frankfurt,246,0.89
34.159.234.196,443,443,true,FRA,Europe,Frankfurt,272,0.88
34.89.189.246,443,443,true,FRA,Europe,Frankfurt,273,0.85
34.32.145.60,443,443,true,FRA,Europe,Frankfurt,285,0.84
34.118.84.164,443,443,true,FRA,Europe,Frankfurt,245,0.80
34.107.19.191,443,443,true,FRA,Europe,Frankfurt,275,0.70
34.116.210.146,443,443,true,FRA,Europe,Frankfurt,367,0.69
34.116.182.166,443,443,true,FRA,Europe,Frankfurt,370,0.61
34.34.7.17,443,443,true,FRA,Europe,Frankfurt,276,0.60
35.198.171.142,443,443,true,FRA,Europe,Frankfurt,277,0.60
34.118.0.148,443,443,true,FRA,Europe,Frankfurt,350,0.55
34.90.21.238,443,443,true,FRA,Europe,Frankfurt,286,0.51
34.90.21.238,443,443,true,FRA,Europe,Frankfurt,290,0.50
34.141.15.247,443,443,true,FRA,Europe,Frankfurt,280,0.50
34.116.203.90,443,443,true,FRA,Europe,Frankfurt,408,0.47
34.85.128.43,443,443,true,IAD,North America,Ashburn,233,0.39
34.141.9.77,443,443,true,FRA,Europe,Frankfurt,268,0.38
34.118.61.6,443,443,true,FRA,Europe,Frankfurt,281,0.38
34.35.36.97,8443,443,true,JNB,Africa,Johannesburg,369,0.37
34.85.128.43,443,443,true,IAD,North America,Ashburn,213,0.37
34.118.49.115,443,443,true,FRA,Europe,Frankfurt,238,0.37
34.85.128.43,443,443,true,IAD,North America,Ashburn,284,0.36
34.85.128.43,443,443,true,IAD,North America,Ashburn,213,0.36
34.35.36.97,8443,443,true,JNB,Africa,Johannesburg,371,0.36
34.35.36.97,2053,443,true,JNB,Africa,Johannesburg,378,0.35
34.35.36.97,2053,443,true,JNB,Africa,Johannesburg,368,0.35
34.34.7.17,443,443,true,FRA,Europe,Frankfurt,293,0.34
34.89.181.9,443,443,true,FRA,Europe,Frankfurt,256,0.31
34.32.230.208,443,443,true,FRA,Europe,Frankfurt,294,0.27
34.154.16.42,443,443,true,FRA,Europe,Frankfurt,271,0.27
34.118.44.227,443,443,true,FRA,Europe,Frankfurt,273,0.26
34.89.156.87,443,443,true,FRA,Europe,Frankfurt,283,0.25
34.118.37.122,443,443,true,FRA,Europe,Frankfurt,294,0.24
34.107.19.191,443,443,true,FRA,Europe,Frankfurt,268,0.24
34.154.236.234,443,443,true,FRA,Europe,Frankfurt,255,0.24
34.90.120.205,443,443,true,FRA,Europe,Frankfurt,278,0.20
